Account Owner,Account Owner ID,Account Name,Phone,Account Site,Fax,Parent Account,Parent Account ID,Account Number,Account Type,Industry,Annual Revenue,Created By,Created by ID,Modified By,Modified by ID,Created Time,Modified Time,Billing Street,Billing City,Billing State,Billing Code,Billing Country,Description,Last Activity Time,Layout,Layout ID,Tag,Water System No,Website URL,Principal Country Served
,,TRI COMMUNITY WSC,512-488-2573,,,,,,,,,,,,,,,,FENTRESS,TX,78622-0011,,,,,,,,,
,,TRI SUD,903-572-3676,,,,,,,,,,,,,,,,MOUNT PLEASANT,TX,75455-2425,,,,,,,,,
,,TRI TRY WATER,806-254-2079,,,,,,,,,,,,,,,,ASPERMONT,TX,79502-0255,,,,,,,,,
,,TRI COUNTY POINT WATER SYSTEM 4,832-431-2372,,,,,,,,,,,,,,,,PALACIOS,TX,77465-1642,,,,,,,,,
,,TRI COUNTY SUD,254-803-3553,,,,,,,,,,,,,,,,MARLIN,TX,76661-0976,,,,,,,,,
,,TRINITY AT WINDFERN MOBILE HOME PARK,,,,,,,,,,,,,,,,,MAGNOLIA,TX,77354-6238,,,,,,,,,
,,TRINITY COVE SUBDIVISION,512-990-4400,,,,,,,,,,,,,,,,AUSTIN,TX,78723-2476,,,,,,,,,
,,TRINITY RIVER ESTATES,817-244-4677,,,,,,,,,,,,,,,,FORT WORTH,TX,76116-7029,,,,,,,,,
,,TRINITY ROYAL COACH TRAILS MOBILE HOME,,,,,,,,,,,,,,,,,MAGNOLIA,TX,77354-6238,,,,,,,,,
,,TRAVIS COUNTY WCID 20,512-328-2864,,,,,,,,,,,,,,,,AUSTIN,TX,78701-2744,,,,,,,,,
,,TRINITY RURAL WSC 2,936-594-2192,,,,,,,,,,,,,,,,TRINITY,TX,75862-0709,,,,,,,,,
,,TRINITY RURAL WSC 3,936-594-2192,,,,,,,,,,,,,,,,TRINITY,TX,75862-0709,,,,,,,,,
,,TRAVIS COUNTY WCID 18,512-263-2707,,,,,,,,,,,,,,,,AUSTIN,TX,78733-1905,,,,,,,,,
,,TRI COUNTY POINT WATER SYSTEM 2,832-431-2372,,,,,,,,,,,,,,,,PALACIOS,TX,77465-1642,,,,,,,,,
,,TRINITY SPRING OAKS MOBILE HOME PARK,,,,,,,,,,,,,,,,,MAGNOLIA,TX,77354-6238,,,,,,,,,
,,TRIPLE J MOBILE HOME PARK,806-790-8692,,,,,,,,,,,,,,,,PLAINVIEW,TX,79072-6419,,,,,,,,,
,,TRIPLE T RV RESORT,830-634-3000,,,,,,,,,,,,,,,,KERRVILLE,TX,78028-9667,,,,,,,,,
,,TRINITY RURAL WSC 1,936-594-2192,,,,,,,,,,,,,,,,TRINITY,TX,75862-0709,,,,,,,,,
,,TROPHY CLUB MUD 1,682-831-4600,,,,,,,,,,,,,,,,TROPHY CLUB,TX,76262-5420,,,,,,,,,
,,TUBBS WATER SYSTEM,512-990-4400,,,,,,,,,,,,,,,,AUSTIN,TX,78723-2476,,,,,,,,,
,,TUCKER WSC,903-538-2468,,,,,,,,,,,,,,,,ELKHART,TX,75839-0593,,,,,,,,,
,,TULIA MUNICIPAL WATER SYSTEM,806-995-3547,,,,,,,,,,,,,,,,TULIA,TX,79088-0847,,,,,,,,,
,,TRYON ROAD SUD,903-663-1447,,,,,,,,,,,,,,,,LONGVIEW,TX,75605-7358,,,,,,,,,
,,TRIPLE H ESTATES,512-219-2294,,,,,,,,,,,,,,,,PFLUGERVILLE,TX,78660-2185,,,,,,,,,
,,TURLINGTON WSC,903-389-2881,,,,,,,,,,,,,,,,FAIRFIELD,TX,75840-6042,,,,,,,,,
,,TURTLE COVE LOT OWNERS ASSOC,979-239-2004,,,,,,,,,,,,,,,,FREEPORT,TX,77541-7934,,,,,,,,,
,,TURTLE CREEK,512-990-4400,,,,,,,,,,,,,,,,AUSTIN,TX,78723-2476,,,,,,,,,
,,TUNIS WSC,979-272-8284,,,,,,,,,,,,,,,,CALDWELL,TX,77836-4187,,,,,,,,,
,,TURTLE CREEK VILLAGE,979-532-3238,,,,,,,,,,,,,,,,WHARTON,TX,77488-0064,,,,,,,,,
,,TWIN BUTTES WATER SYSTEM,325-949-2651,,,,,,,,,,,,,,,,SAN ANGELO,TX,76904-9719,,,,,,,,,
,,TWIN CREEK SUBDIVISION,512-219-2294,,,,,,,,,,,,,,,,PFLUGERVILLE,TX,78660-2185,,,,,,,,,
,,TWIN CREEK PARK WATER SYSTEM,512-268-9751,,,,,,,,,,,,,,,,UHLAND,TX,78640-6479,,,,,,,,,
,,TWIN CREEK WSC,979-828-5385,,,,,,,,,,,,,,,,NEW BADEN,TX,77870-0088,,,,,,,,,
,,TURKEY MUNICIPAL WATER SYSTEM,806-423-1033,,,,,,,,,,,,,,,,TURKEY,TX,79261-0415,,,,,,,,,
,,TUSCOLA-TAYLOR COUNTY WCID 1,325-554-9443,,,,,,,,,,,,,,,,TUSCOLA,TX,79562-0311,,,,,,,,,
,,TWIN LAKES CLUB,979-793-4008,,,,,,,,,,,,,,,,GUY,TX,77444-9607,,,,,,,,,
,,TRI COUNTY POINT WATER SYSTEM 3,832-431-2372,,,,,,,,,,,,,,,,PALACIOS,TX,77465-1642,,,,,,,,,
,,TWIN OAKS MHP HARRIS,936-344-8017,,,,,,,,,,,,,,,,NEW WAVERLY,TX,77358-0279,,,,,,,,,
,,TWIN OAKS RANCH,903-882-5591,,,,,,,,,,,,,,,,LINDALE,TX,75771-3000,,,,,,,,,
,,TWO WAY SUD,903-564-3180,,,,,,,,,,,,,,,,WHITESBORO,TX,76273-0919,,,,,,,,,
,,TWIN FORKS ESTATES WSC,830-232-4010,,,,,,,,,,,,,,,,LEAKEY,TX,78873-0248,,,,,,,,,
,,TX AIRSTREAM HARBOR WATER,936-897-3686,,,,,,,,,,,,,,,,ZAVALLA,TX,75980-7171,,,,,,,,,
,,TYC MCFADDEN RANCH,512-490-7130,,,,,,,,,,,,,,,,AUSTIN,TX,78711-2757,,,,,,,,,
,,TYLER COUNTY SUD,409-429-3994,,,,,,,,,,,,,,,,SPURGER,TX,77660-0616,,,,,,,,,
,,TYNAN WSC,361-207-1944,,,,,,,,,,,,,,,,TYNAN,TX,78391-0115,,,,,,,,,
,,U & F WSC,325-573-2733,,,,,,,,,,,,,,,,SNYDER,TX,79549-0362,,,,,,,,,
,,UNION GROVE WSC,903-845-2834,,,,,,,,,,,,,,,,GLADEWATER,TX,75647-3686,,,,,,,,,
,,UNION WSC,956-487-3744,,,,,,,,,,,,,,,,GARCIAVILLE,TX,78547-0031,,,,,,,,,
,,TWIN OAKS MHP MIDLAND,575-527-4833,,,,,,,,,,,,,,,,LAS CRUCES,NM,88011-4950,,,,,,,,,
,,UPTON COUNTY WCID 1 MCCAMEY,432-693-2501,,,,,,,,,,,,,,,,RANKIN,TX,79778-0330,,,,,,,,,
,,UPTON COUNTY WCID 1 RANKIN,432-693-2501,,,,,,,,,,,,,,,,RANKIN,TX,79778-0330,,,,,,,,,
,,US ARMY SOUTH FORT HOOD,254-213-0948,,,,,,,,,,,,,,,,FORT HOOD,TX,76544-0070,,,,,,,,,
,,UT MCDONALD OBSERVATORY,512-471-3511,,,,,,,,,,,,,,,,AUSTIN,TX,78712-1542,,,,,,,,,
,,URBAN ACRES SUBDIVISION,713-574-5953,,,,,,,,,,,,,,,,CYPRESS,TX,77429-7080,,,,,,,,,
,,UTOPIA WSC,830-966-4186,,,,,,,,,,,,,,,,UTOPIA,TX,78884-0414,,,,,,,,,
,,UPPER JASPER COUNTY WATER AUTHORITY 1,409-384-6301,,,,,,,,,,,,,,,,JASPER,TX,75951-8064,,,,,,,,,
,,UTRWD REGIONAL WATER TREATMENT PLANT,972-219-1228,,,,,,,,,,,,,,,,LEWISVILLE,TX,75067-0305,,,,,,,,,
,,VACATION VILLAGE,903-492-6216,,,,,,,,,,,,,,,,COLLINSVILLE,TX,76233-0910,,,,,,,,,
,,UMBARGER COMMUNITY WATER SUPPLY,806-499-3544,,,,,,,,,,,,,,,,UMBARGER,TX,79091-0014,,,,,,,,,
,,UPPER JASPER COUNTY WATER AUTHORITY 2,409-384-6301,,,,,,,,,,,,,,,,JASPER,TX,75951-8064,,,,,,,,,
,,VAL VERDE COUNTY WCID COMSTOCK,,,,,,,,,,,,,,,,,COMSTOCK,TX,78837-0928,,,,,,,,,
,,VALENTINE RANCH,512-990-4400,,,,,,,,,,,,,,,,AUSTIN,TX,78723-2476,,,,,,,,,
,,TWIN LAKES WATER,817-723-8355,,,,,,,,,,,,,,,,ARLINGTON,TX,76014-3356,,,,,,,,,
,,VALLEY MOBILE HOME PROPERTIES,830-741-2141,,,,,,,,,,,,,,,,CASTROVILLE,TX,78009-0777,,,,,,,,,
,,VALLEY MUD 2 RANCHO VIEJO,956-350-4136,,,,,,,,,,,,,,,,BROWNSVILLE,TX,78520-8580,,,,,,,,,
,,VALLEY RANCH MUD 1,713-800-8463,,,,,,,,,,,,,,,STE 2600,HOUSTON,TX,77027-5737,,,,,,,,,
,,VALLEY WSC,806-271-3378,,,,,,,,,,,,,,,,SPUR,TX,79370-0342,,,,,,,,,
,,VALLEY ACRES MHP WATER SYSTEM,,,,,,,,,,,,,,,,,EL PASO,TX,79912-4220,,,,,,,,,
,,VARNER CREEK UTILITY DISTRICT,979-345-2805,,,,,,,,,,,,,,,,WEST COLUMBIA,TX,77486-0265,,,,,,,,,
,,VEGA MUNICIPAL WATER SYSTEM,806-267-2144,,,,,,,,,,,,,,,,VEGA,TX,79092-0522,,,,,,,,,
,,VERDE HILLS WSC,830-634-2779,,,,,,,,,,,,,,,,CENTER POINT,TX,78010-0550,,,,,,,,,
,,VERDE PARK ESTATES,512-219-2294,,,,,,,,,,,,,,,,PFLUGERVILLE,TX,78660-2185,,,,,,,,,
,,UPPER LEON RIVER MWD,254-879-2258,,,,,,,,,,,,,,,,COMANCHE,TX,76442-5619,,,,,,,,,
,,VAN ZANDT FARMS,512-990-4400,,,,,,,,,,,,,,,,AUSTIN,TX,78723-2476,,,,,,,,,
,,VERONA SUD,972-752-4016,,,,,,,,,,,,,,,,BLUE RIDGE,TX,75424-4585,,,,,,,,,
,,VICTORIA COUNTY WCID 1,361-897-1011,,,,,,,,,,,,,,,,BLOOMINGTON,TX,77951-0667,,,,,,,,,
,,VIEW-CAPS WSC,325-691-5947,,,,,,,,,,,,,,,,ABILENE,TX,79606-4705,,,,,,,,,
,,VILLA ALEGRE ESTATES,915-637-1438,,,,,,,,,,,,,,,,ANTHONY,NM,88021-0428,,,,,,,,,
,,VAN MANOR MOBILE HOME PARK,281-290-6655,,,,,,,,,,,,,,,,TOMBALL,TX,77377-1015,,,,,,,,,
,,VILLAGE ESTATES MOBILE HOME PARK,,,,,,,,,,,,,,,,,EL CAMPO,TX,77437-9685,,,,,,,,,
,,VILLAGE OF BRIARCLIFF,512-264-2274,,,,,,,,,,,,,,,,BRIARCLIFF,TX,78669-2434,,,,,,,,,
,,VILLAGE OF NEW KENTUCKY,281-356-5060,,,,,,,,,,,,,,,,PINEHURST,TX,77362-0837,,,,,,,,,
,,VILLAGE OF SAN LEANNA,512-280-3898,,,,,,,,,,,,,,,,MANCHACA,TX,78652-1107,,,,,,,,,
,,VICTORIA COUNTY WCID 2,361-237-1066,,,,,,,,,,,,,,,,PLACEDO,TX,77977-0238,,,,,,,,,
,,VILLAGE TRACE WATER SYSTEM,512-990-4400,,,,,,,,,,,,,,,,AUSTIN,TX,78723-2476,,,,,,,,,
,,VILLAS OF WILLOWBROOK,512-219-2294,,,,,,,,,,,,,,,,PFLUGERVILLE,TX,78660-2185,,,,,,,,,
,,VILLE DALSACE WATER SUPPLY,830-931-2271,,,,,,,,,,,,,,,,CASTROVILLE,TX,78009-0659,,,,,,,,,
,,VINEYARD RIDGE WATER SUPPLY,512-839-4320,,,,,,,,,,,,,,,,SPICEWOOD,TX,78669-0631,,,,,,,,,
,,VINTON HILLS SUBDIVISION,915-637-1438,,,,,,,,,,,,,,,,ANTHONY,NM,88021-0428,,,,,,,,,
,,VINTON MOBILE HOME PARK,915-877-2955,,,,,,,,,,,,,,,,VINTON,TX,79821-7616,,,,,,,,,
,,VINTON VILLAGE ESTATES,915-637-1438,,,,,,,,,,,,,,,,ANTHONY,NM,88021-0428,,,,,,,,,
,,VIOLET WSC,361-387-3350,,,,,,,,,,,,,,,,ROBSTOWN,TX,78380-1146,,,,,,,,,
,,VIRGINIA HILL WSC,903-675-7487,,,,,,,,,,,,,,,,ATHENS,TX,75751-2618,,,,,,,,,
,,VISTA HILLS,512-219-2294,,,,,,,,,,,,,,,,PFLUGERVILLE,TX,78660-2185,,,,,,,,,
,,VISTA DEL RIO,830-613-8108,,,,,,,,,,,,,,,,MARBLE FALLS,TX,78654-3306,,,,,,,,,
,,VISTA OAKS MUD,512-388-1947,,,,,,,,,,,,,,,,AUSTIN,TX,78701-2744,,,,,,,,,
,,VISTA RANCH WATER SYSTEM,512-808-3159,,,,,,,,,,,,,,,,SMITHVILLE,TX,78957-7042,,,,,,,,,
,,VILLAGE OF SURFSIDE BEACH,979-233-1531,,,,,,,,,,,,,,,,FREEPORT,TX,77541-9522,,,,,,,,,
,,WADSWORTH WSC,979-245-9337,,,,,,,,,,,,,,,,WADSWORTH,TX,77483-0368,,,,,,,,,
,,WAGON WHEEL ESTATES WATER SYSTEM,512-990-4400,,,,,,,,,,,,,,,,AUSTIN,TX,78723-2476,,,,,,,,,
,,WALDEN ESTATES,512-990-4400,,,,,,,,,,,,,,,,AUSTIN,TX,78723-2476,,,,,,,,,
,,WAKA WSC,806-435-2363,,,,,,,,,,,,,,,,WAKA,TX,79093-0015,,,,,,,,,
,,WALKER COUNTY SUD A,936-295-4452,,,,,,,,,,,,,,,,HUNTSVILLE,TX,77342-0704,,,,,,,,,
,,WALKER COUNTY SUD B CRABBS PRAIRIE,936-295-4452,,,,,,,,,,,,,,,,HUNTSVILLE,TX,77342-0704,,,,,,,,,
,,WALKER COUNTY SUD C,936-295-4452,,,,,,,,,,,,,,,,HUNTSVILLE,TX,77342-0704,,,,,,,,,
,,WALKER COUNTY SUD D,936-295-4452,,,,,,,,,,,,,,,,HUNTSVILLE,TX,77342-0704,,,,,,,,,
,,WALKER COUNTY SUD F,936-295-4452,,,,,,,,,,,,,,,,HUNTSVILLE,TX,77342-0704,,,,,,,,,
,,WALLER COUNTY ROAD IMPROVEMENT DIST 1,409-654-6700,,,,,,,,,,,,,,,,HOUSTON,TX,77057-1762,,,,,,,,,
,,WALNUT BEND ISD,940-665-5990,,,,,,,,,,,,,,,,GAINESVILLE,TX,76240-1140,,,,,,,,,
,,WALNUT COVE WSC,936-856-4199,,,,,,,,,,,,,,,,WILLIS,TX,77378-0187,,,,,,,,,
,,WALNUT CREEK ESTATES,806-665-3878,,,,,,,,,,,,,,,,PAMPA,TX,79066-1335,,,,,,,,,
,,WALNUT CREEK SUBDIVISION,936-494-2600,,,,,,,,,,,,,,,,CONROE,TX,77301-1500,,,,,,,,,
,,VISTA VERDE WATER SYSTEMS,409-420-0774,,,,,,,,,,,,,,,,KIRBYVILLE,TX,75956-0157,,,,,,,,,
,,WALNUT GROVE WSC,903-839-4372,,,,,,,,,,,,,,,,WHITEHOUSE,TX,75791-0269,,,,,,,,,
,,WALNUT HILLS,512-990-4400,,,,,,,,,,,,,,,,AUSTIN,TX,78723-2476,,,,,,,,,
,,WALNUT CREEK SUD,817-220-7707,,,,,,,,,,,,,,,,SPRINGTOWN,TX,76082-0657,,,,,,,,,
,,WALRAVEN SUBDIVISION,512-990-4400,,,,,,,,,,,,,,,,AUSTIN,TX,78723-2476,,,,,,,,,
,,WALNUT SPRINGS,512-990-4400,,,,,,,,,,,,,,,,AUSTIN,TX,78723-2476,,,,,,,,,
,,VILLA UTILITIES,281-837-0726,,,,,,,,,,,,,,,,BAYTOWN,TX,77520-2526,,,,,,,,,
,,WALSH RANCH MUD,512-836-1186,,,,,,,,,,,,,,,,AUSTIN,TX,78746-5776,,,,,,,,,
,,WALSTON SPRINGS WSC,903-729-4236,,,,,,,,,,,,,,,,PALESTINE,TX,75801-0800,,,,,,,,,
,,WARD PRAIRIE WSC,903-389-2926,,,,,,,,,,,,,,,,FAIRFIELD,TX,75840-0003,,,,,,,,,
,,WARREN WSC,409-547-3805,,,,,,,,,,,,,,,,WARREN,TX,77664-0095,,,,,,,,,
,,WALNUT RIDGE ESTATES WATER SYSTEM,,,,,,,,,,,,,,,,,ZAVALA,TX,75980-0427,,,,,,,,,
,,WASHINGTON COUNTY RAILROAD,936-273-1599,,,,,,,,,,,,,,,,CONROE,TX,77384-4702,,,,,,,,,
,,WASHBURN COMMUNITY WSC,318-421-0556,,,,,,,,,,,,,,,,CLAUDE,TX,79019-3431,,,,,,,,,
,,WARM SPRINGS REHAB HOSPITAL,830-875-2481,,,,,,,,,,,,,,,,LULING,TX,78648-2603,,,,,,,,,
,,VISTA UTILITIES,281-837-0726,,,,,,,,,,,,,,,,BAYTOWN,TX,77520-2526,,,,,,,,,
,,WASKOM RURAL WSC,972-442-9098,,,,,,,,,,,,,,,,WASKOM,TX,75692-0552,,,,,,,,,
,,WARING KNOLL SUBDIVISION,210-341-5217,,,,,,,,,,,,,,,,SAN ANTONIO,TX,78216-3621,,,,,,,,,
,,WATER EXPLORATION STEIN ROGER WELL FIELD,210-688-3570,,,,,,,,,,,,,,,,HELOTES,TX,78023-4132,,,,,,,,,
,,VALLEY ESTATES,806-763-7327,,,,,,,,,,,,,,,,SHALLOWATER,TX,79363-3739,,,,,,,,,
,,WATER ASSOCIATION OF NORTH LAKE,214-908-5626,,,,,,,,,,,,,,,,AUBREY,TX,76227-9091,,,,,,,,,
,,WATER SYSTEM,512-806-0555,,,,,,,,,,,,,,,,AUSTIN,TX,78709-0804,,,,,,,,,
,,WATER WORKS 1 FLOYD ACRES,325-379-1329,,,,,,,,,,,,,,,,BUCHANAN DAM,TX,78609-0643,,,,,,,,,
,,WATER WORKS 2 ISLAND LODGES,325-379-1329,,,,,,,,,,,,,,,,BUCHANAN DAM,TX,78609-0643,,,,,,,,,
,,WATERSTONE ESTATES,281-356-5347,,,,,,,,,,,,,,,,MAGNOLIA,TX,77354-5148,,,,,,,,,
,,WATERWOOD MUD 1,936-662-5539,,,,,,,,,,,,,,,,HUNTSVILLE,TX,77320-9612,,,,,,,,,
,,WATSON LAKES WSC,936-295-0467,,,,,,,,,,,,,,,,HUNTSVILLE,TX,77342-5050,,,,,,,,,
,,WAYNEWOOD PLACE CIVIC ASSOCIATION,,,,,,,,,,,,,,,,,CYPRESS,TX,77429-1540,,,,,,,,,
,,WARREN ROAD SUBDIVISION WATER SUPPLY,,,,,,,,,,,,,,,,,MIDLAND,TX,79702-2072,,,,,,,,,
,,WAYPOINT LANDING,281-356-5347,,,,,,,,,,,,,,,,MAGNOLIA,TX,77354-5148,,,,,,,,,
,,WEBB COUNTY WATER DISPENSER,956-523-4600,,,,,,,,,,,,,,,,LAREDO,TX,78040-8017,,,,,,,,,
,,WEBB WAY SUBDIVISION,512-990-4400,,,,,,,,,,,,,,,,AUSTIN,TX,78723-2476,,,,,,,,,
,,WELLBORN ACRES,512-990-4400,,,,,,,,,,,,,,,,AUSTIN,TX,78723-2476,,,,,,,,,
,,WEIR WATER WORKS,512-784-7900,,,,,,,,,,,,,,,,WEIR,TX,78674-0123,,,,,,,,,
,,WEBB COUNTY WATER UTILITIES,956-523-4600,,,,,,,,,,,,,,,,LAREDO,TX,78040-8017,,,,,,,,,
,,WELLINGTON MUNICIPAL WATER SYSTEM,806-447-2544,,,,,,,,,,,,,,,,WELLINGTON,TX,79095-0949,,,,,,,,,
,,WELCH WSC,806-489-7474,,,,,,,,,,,,,,,,WELCH,TX,79377-0036,,,,,,,,,
,,WELLBORN SUD,979-690-9799,,,,,,,,,,,,,,,,WELLBORN,TX,77881-0250,,,,,,,,,
,,WEST BELL COUNTY WSC,254-634-1727,,,,,,,,,,,,,,,,KILLEEN,TX,76540-1422,,,,,,,,,
,,WEST BRAZOS WSC,254-776-1999,,,,,,,,,,,,,,,,WACO,TX,76702-0624,,,,,,,,,
,,WEST CEDAR CREEK MUD,903-432-3704,,,,,,,,,,,,,,,,TOOL,TX,75143-2004,,,,,,,,,
,,WEST CEDAR CREEK WATER SYSTEM,903-322-5884,,,,,,,,,,,,,,,,BUFFALO,TX,75831-3498,,,,,,,,,
,,WELLS BRANCH MUD 1,512-246-1400,,,,,,,,,,,,,,,,AUSTIN,TX,78728-4483,,,,,,,,,
,,WEST CENTRAL TEXAS MWD,325-673-8254,,,,,,,,,,,,,,,,ABILENE,TX,79601-5716,,,,,,,,,
,,WEST DELTA WSC,903-886-7117,,,,,,,,,,,,,,,,KLONDIKE,TX,75448-6511,,,,,,,,,
,,WALNUT BEND WATER SYSTEM,936-639-3050,,,,,,,,,,,,,,,,LUFKIN,TX,75901-5983,,,,,,,,,
,,WEST END WSC,979-357-2389,,,,,,,,,,,,,,,,INDUSTRY,TX,78944-0039,,,,,,,,,
,,WEST HARRIS COUNTY MUD 11,281-894-0930,,,,,,,,,,,,,,,,HOUSTON,TX,77024-3430,,,,,,,,,
,,WEST HARRIS COUNTY MUD 10,713-522-1111,,,,,,,,,,,,,,,,HOUSTON,TX,77024-3430,,,,,,,,,
,,WEST HARDIN WSC,936-274-5011,,,,,,,,,,,,,,,,SARATOGA,TX,77585-0286,,,,,,,,,
,,WEST HARRIS COUNTY MUD 1,713-951-0800,,,,,,,,,,,,,,,,HOUSTON,TX,77024-3430,,,,,,,,,
,,WEST GREGG SUD,903-983-1816,,,,,,,,,,,,,,,,KILGORE,TX,75663-1196,,,,,,,,,
,,WEST HARRIS COUNTY MUD 14,713-951-0800,,,,,,,,,,,,,,,,HOUSTON,TX,77024-3430,,,,,,,,,
,,WEST HARRIS COUNTY MUD 15,713-951-0800,,,,,,,,,,,,,,,,HOUSTON,TX,77024-3430,,,,,,,,,
,,WATERCO,,,,,,,,,,,,,,,,,NOCONA,TX,76255-4915,,,,,,,,,
,,WEST HARRIS COUNTY MUD 17,713-951-0800,,,,,,,,,,,,,,,,HOUSTON,TX,77024-3430,,,,,,,,,
,,WEST HARRIS COUNTY MUD 7,713-652-6500,,,,,,,,,,,,,,,,HOUSTON,TX,77019-2191,,,,,,,,,
,,WEST HARRIS COUNTY MUD 2 CHASE,713-739-1060,,,,,,,,,,,,,,,BACON & WALLACE LLP,HOUSTON,TX,77057-1762,,,,,,,,,
,,WEST HARRIS COUNTY MUD 4,713-652-6500,,,,,,,,,,,,,,,,HOUSTON,TX,77019-2191,,,,,,,,,
,,WEST HARRIS COUNTY MUD 5,713-951-0800,,,,,,,,,,,,,,,,HOUSTON,TX,77024-3430,,,,,,,,,
,,WEST HARRIS COUNTY MUD 6,281-290-3102,,,,,,,,,,,,,,,,HOUSTON,TX,77057-1762,,,,,,,,,
,,WEST HARRIS COUNTY MUD 9,281-894-6476,,,,,,,,,,,,,,,,HOUSTON,TX,77057-1762,,,,,,,,,
,,WEST HARRIS COUNTY REGIONAL WATER AUTHOR,713-860-6400,,,,,,,,,,,,,,,,HOUSTON,TX,77027-7537,,,,,,,,,
,,WEST JACKSONVILLE WSC,903-586-7063,,,,,,,,,,,,,,,,JACKSONVILLE,TX,75766-1245,,,,,,,,,
,,WEST HARRISON WSC,903-668-2450,,,,,,,,,,,,,,,,HALLSVILLE,TX,75650-1027,,,,,,,,,
,,WEST HOUSTON MOBILE HOME COMMUNITY,281-250-2956,,,,,,,,,,,,,,,,HOUSTON,TX,77096-3532,,,,,,,,,
,,WEST JEFFERSON COUNTY MWD,409-794-2880,,,,,,,,,,,,,,,,BEAUMONT,TX,77705-8845,,,,,,,,,
,,WEST LEONARD WSC,903-587-2172,,,,,,,,,,,,,,,,LEONARD,TX,75452-0179,,,,,,,,,
,,WEST MAGNOLIA FOREST,512-990-4400,,,,,,,,,,,,,,,,AUSTIN,TX,78723-2476,,,,,,,,,
,,WEST MEADOW SUBDIVISION,512-219-2294,,,,,,,,,,,,,,,,PFLUGERVILLE,TX,78660-2185,,,,,,,,,
,,WEST MEDINA WSC,830-363-7616,,,,,,,,,,,,,,,,D HANIS,TX,78850-0365,,,,,,,,,
,,WEST MEMORIAL MUD,281-392-0373,,,,,,,,,,,,,,,,HOUSTON,TX,77056-6145,,,,,,,,,
,,WEST PARK ADDITION,469-855-9505,,,,,,,,,,,,,,,,WEATHERFORD,TX,76085-6845,,,,,,,,,
,,WEST PARK VILLAGE,512-219-2294,,,,,,,,,,,,,,,,PFLUGERVILLE,TX,78660-2185,,,,,,,,,
,,WEST MONTGOMERY UTILITY,,,,,,,,,,,,,,,,,HOUSTON,TX,77039-4121,,,,,,,,,
,,WEST OAK HEIGHTS,512-990-4400,,,,,,,,,,,,,,,,AUSTIN,TX,78723-2476,,,,,,,,,
,,WEST PARK MUD,281-353-9809,,,,,,,,,,,,,,,,HOUSTON,TX,77098-3709,,,,,,,,,
,,WEST TRAVIS COUNTY PUBLIC UTILITY AGENCY,512-263-0100,,,,,,,,,,,,,,,,BEE CAVE,TX,78738-0055,,,,,,,,,
,,WESTADOR MUD,713-623-4531,,,,,,,,,,,,,,,,HOUSTON,TX,77056-3078,,,,,,,,,
,,WESTCREEK ESTATES WATER SYSTEM,512-990-4400,,,,,,,,,,,,,,,,AUSTIN,TX,78723-2476,,,,,,,,,
,,WEST TEXAS BOYS RANCH,325-949-1936,,,,,,,,,,,,,,,,SAN ANGELO,TX,76904-4077,,,,,,,,,
,,WESTERN CASS WSC,903-756-8789,,,,,,,,,,,,,,,,LINDEN,TX,75563-0150,,,,,,,,,
,,WESTERN HILLS CRYSTAL SPRINGS WATER,281-354-5136,,,,,,,,,,,,,,,,PORTER,TX,77365-0603,,,,,,,,,
,,WEST WISE SUD,940-683-5507,,,,,,,,,,,,,,,,BRIDGEPORT,TX,76426-0566,,,,,,,,,
,,WESTBOUND WSC,254-442-3348,,,,,,,,,,,,,,,,CISCO,TX,76437-0309,,,,,,,,,
,,WESTERN HILLS HARBOR,512-219-2294,,,,,,,,,,,,,,,,PFLUGERVILLE,TX,78660-2185,,,,,,,,,
,,WESTERN HILLS WATER SYSTEM,512-990-4400,,,,,,,,,,,,,,,,AUSTIN,TX,78723-2476,,,,,,,,,
,,WESTERN LAKE ESTATES,512-219-2294,,,,,,,,,,,,,,,,PFLUGERVILLE,TX,78660-2185,,,,,,,,,
,,WESTERN HOMES SUBDIVISION,,,,,,,,,,,,,,,,,HOUSTON,TX,77039-4121,,,,,,,,,
,,WESTERN MOBILE HOME PARK,281-630-3875,,,,,,,,,,,,,,,,HOUSTON,TX,77074-3516,,,,,,,,,
,,WESTERN PINES MHP,281-313-4200,,,,,,,,,,,,,,,,SUGAR LAND,TX,77478-3773,,,,,,,,,
,,WESTERN TRAILS SUBDIVISION,512-219-2294,,,,,,,,,,,,,,,,PFLUGERVILLE,TX,78660-2185,,,,,,,,,
,,WESTFIELD MEADOWS,832-667-8054,,,,,,,,,,,,,,,,HOUSTON,TX,77027-6630,,,,,,,,,
,,WESTGATE SUBDIVISION,512-990-4400,,,,,,,,,,,,,,,,AUSTIN,TX,78723-2476,,,,,,,,,
,,WESTFIELD GARDEN MOBILE HOME PARK,408-977-0707,,,,,,,,,,,,,,,,SAN JOSE,CA,95126-2205,,,,,,,,,
,,WESTHAVEN WSC,830-899-2067,,,,,,,,,,,,,,,,CANYON LAKE,TX,78133-4390,,,,,,,,,
,,WESTLAKE MUD 1,713-623-4531,,,,,,,,,,,,,,,,HOUSTON,TX,77056-3078,,,,,,,,,
,,WESTLAKE VILLAGE MOBILE HOME PARK,817-645-6088,,,,,,,,,,,,,,,,CLEBURNE,TX,76033-8205,,,,,,,,,
